,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
889,Greeter,Ten Thousand Villages Evanston,Ten Thousand Villages Evanston likes to make a good first impression. Help make our shoppers feel welcomed either in the store or at...,False,False,False,False,False,True,False,False,True,False,False
890,Personal Shopper,Ten Thousand Villages Evanston,Ten Thousand Villages could use your help at our store and at off site events. Help tell the stories of the Artisans who produce the fair...,False,False,False,False,False,True,False,False,True,False,False
891,Living History Museum Volunteer,Bensenville Park District,Fischer Farm is looking for individuals who love to share knowledge to the public. The museum is in need of individuals who would be...,False,False,False,False,False,True,True,False,False,False,False
892,Archives Assistant,Hinsdale Historical Society,"Archives Assistants help staff the Roger and Ruth Anderson Architecture Center, a community resource for regional architecture which...",False,False,False,False,False,True,True,False,False,False,False
893,Museum Docent,Hinsdale Historical Society,"Museum Docents guide visitors through the Hinsdale History Museum, a restored 1874 house representing a middle-class Hinsdale family home...",False,False,False,False,False,True,False,False,False,False,False
894,Musicians,PEACE VILLAGE,Peace Village is looking for musicians of any kind to perform for our residents during the week or on Sundays from 4:00 p.m. to 5:00 p.m....,False,False,False,False,False,True,False,False,False,False,False
895,House of Welcome Music Volunteer,North Shore Senior Center,House of Welcome Music Volunteer: House of Welcome is looking for music volunteers to play instruments and/or lead a singalong with...,False,False,False,False,False,True,False,False,False,True,False
896,Volunteers needed for Senior companionship..,Great Lakes Caring Hospice,We are looking for clerical/administrative who want to help our administrative team with a variety of different office tasks. For more...,False,False,False,False,False,True,False,False,False,True,False
897,Become a Gallery Guide at Elmhurst Art Museum!,Elmhurst Art Museum,EAM Gallery Guide Experience the excitement of enhancing the museum experience for all visitors by providing a welcoming and friendly...,False,False,False,False,False,True,True,False,False,False,False
898,Become an Event/Projects Volunteer at the Elmhurst Art Museum!,Elmhurst Art Museum,EAM Events/Projects Volunteer For EAM events the Events/Projects Volunteer will provide essential support to Elmhurst Art Museum staff at...,False,False,False,False,False,True,True,False,False,False,False
899,Become a Docent at Elmhurst Art Museum,Elmhurst Art Museum,"EAM Docent Join EAM’s Docent Corps. Experience the excitement that comes from a continuing education experience of field trips,...",False,False,False,False,False,True,True,False,False,False,False
900,Live Sound Person Needed,Acts Of Kindness Cabaret,"Seeking a skilled, caring live sound person to run our sound system at performances (5 - 8 per year, dates/locations vary). Must have car...",False,False,False,False,False,True,False,False,False,False,False
901,Teach teens to cook! Culinary class assistant needed!,The Bridge Teen Center,We have regular scheduled culinary classes to teach our students how to cook healthy food. We need a volunteer passionate and...,False,False,False,False,False,True,False,False,False,False,False
902,NSSRA Traditional Program Volunteer,Northern Suburban Special Recreation Association,"To assist NSSRA leaders in providing NSSRA seasonal recreation programs for children and adults with disabilities, in a fun, safe...",False,False,False,False,False,True,False,False,False,False,False
903,"Classroom Enrichment-Art, Music",Northern Suburban Special Education District,"We are looking for individuals who can offer some type of enrichment (art,music,yoga) in our special education classrooms. Students range...",False,False,False,False,False,True,False,False,False,False,False
904,Volunteer Tax Preparer (no experience necessary!),Ladder Up,Ever wished there was something you could do to help working families get ahead financially? Do you believe that when neighbors help...,False,False,False,False,False,False,True,False,False,False,False
905,Business Mentor: Share your knowledge with a small business owner!,SCORE Chicago,A SCORE mentor is an adviser who helps individuals and small businesses reach their goals. Mentors provide free business advice and...,False,False,False,False,False,False,True,False,False,False,False
906,Workshop Presenter: Use your knowledge to help small business owners learn critical...,SCORE Chicago,SCORE workshop presenters share their business acumen with their local community by leading educational workshops and seminars. As a...,False,False,False,False,False,False,True,False,False,False,False
907,Chapter Support Volunteer: Use your skills to help a local nonprofit support...,SCORE Chicago,Every SCORE chapter depends on the talent and time of volunteers to help entrepreneurs achieve their dreams of small business ownership....,False,False,False,False,False,False,True,False,False,False,False
908,Help Share Chicago Travel Tips to International Travelers,Hostelling International Chicago,HI Chicago Hostel is looking for interested in providing helpful information and suggestions to travelers. The right candidates will...,False,False,False,False,False,False,True,False,False,False,False
909,Mentor a high school student **Male mentors needed**,iMentor Chicago,***NOTE : Our female mentor slots are filling fast! Completing orientation and the application process now is highly recommended. If you...,False,False,False,False,False,False,True,False,False,False,False
910,Mentor a First-Generation College Student,America Needs You,"Only 11% of low-income, first-generation college students are expected to earn bachelor’s degrees. You can help America Needs You...",False,False,False,False,False,False,True,False,False,False,False
911,AmeriCorps - Adult Literacy Specialist,Literacy Volunteers of Illinois,"As Literacy Specialists, AmeriCorps members will provide increased economic and educational opportunities to two underserved populations...",False,False,False,False,False,False,True,False,False,False,False
912,Associate Board Member,TEACHERS SUPPORTING TEACHERS,Teachers Supporting Teachers is a nonprofit organization focused on increasing the retention rate of high impact teachers throughout...,False,False,False,False,False,False,True,False,False,False,False
913,Typing Instructor,Blind Service Association,We are looking for someone who can help our blind clients brush up on their typing skills or teach those without any skills how to type....,False,False,False,False,False,False,True,False,False,False,False
914,Communication Coordinator Mailchimp,In Her Shoes Foundation,MailChimp is the world's largest marketing automation platform. Millions of businesses use MailChimp to design and send a billion emails...,False,False,False,False,False,False,True,True,False,False,False
915,Volunteers Needed for to Assist Workshop Coordinators,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"Volunteer needed in UIC's Center for Literacy's (CFL) Volunteer Resource Program (VRP) 1640 West Roosevelt Road, Chicago, IL 60608...",False,False,False,False,False,False,True,False,True,False,False
916,Help Immigrants Learn English - Become an English Literacy Tutor!,Aquinas Literacy Center,Help adult immigrants learn English at Aquinas Literacy Center! By volunteering as an English Literacy Tutor for just 90 minutes per week...,False,False,False,False,False,False,True,False,False,False,False
917,Volunteers Needed for Adult GED Class (FAST west),UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This Opportunity is available Monday-Thursday 9 AM to 12 PM at Garfield Community Service Center (10 S. Kedzie Ave, Chicago, IL 60612)...",False,False,False,False,False,False,True,False,False,False,False
918,ESL Instructor,St. Joseph Services,We offer talented individuals the opportunity to lend their knowledge of the English language to our enthusiastic adult students....,False,False,False,False,False,False,True,False,False,False,False
919,Be The Change! Become a Citizenship Instructor,St. Joseph Services,We offer talented individuals the opportunity to assist our enthusiastic adult students on the path to becoming citizens. Instructors...,False,False,False,False,False,False,True,False,False,False,False
920,Be a Front Desk Volunteer,Aquinas Literacy Center,Greet all who come to Aquinas Literacy Center! Our Front Desk Volunteers helps Aquinas Literacy Center embody our mission of hospitality...,False,False,False,False,False,False,True,False,False,False,False
921,Seeking Board Members for a leading edge Virtual Charter School,Chicago Virtual Charter School,The Chicago Virtual Charter School Board of Directors is currently accepting applications for present openings on the School Board....,False,False,False,False,False,False,True,False,False,False,False
922,ESL Tutor,Casa Central,"Casa Central's Adult Wellness Center (AWC) offers daily center-based care to Latino and other older adults, 60 years of age and older,...",False,False,False,False,False,False,True,False,False,True,False
923,Adult Education Tutor,Erie Neighborhood House,Erie Neighborhood House invites willing and dedicated individuals to volunteer as a tutor at its location in West Town area for the...,False,False,False,False,False,False,True,False,False,False,False
924,Teaching English To Adults,Erie Neighborhood House,"Tutoring English as a Second Language to adults Helping Adults to improve their vocabulary, pronunciation, reading and writing, and...",False,False,False,False,False,False,True,False,False,False,False
925,Volunteer Office Assistant Saturdays 9 a.m.-12 p.m.,Erie Neighborhood House,Erie Neighborhood House is looking for a volunteer office assistant to come in on Saturdays from 9 a.m. until noon. The volunteer would...,False,False,False,False,False,False,True,False,False,False,False
926,Volunteer Office Assistant,Erie Neighborhood House,Erie Neighborhood House invites willing and dedicated individuals to volunteer as an office assistant at the West Town location. Hours...,False,False,False,False,False,False,True,False,False,False,False
927,ESL Volunteer Tutor,Erie Neighborhood House,Help an adult learner to improve his/her conversation in English as a Second Language. 2 hours per week as a minimum. We provide...,False,False,False,False,False,False,True,False,False,False,False
928,Citizenship Tutor,Erie Neighborhood House,Tutor someone who is preparing for their citizenship exam. The sessions with the student leading up to the exam will involve covering a...,False,False,False,False,False,False,True,False,False,False,False
929,One on one English as a Second Language Tutor,Erie Neighborhood House,"Help our adult learners to read, speak, and write in English as their second language! Positions as a 1-on-1 tutor or small group teacher...",False,False,False,False,False,False,True,False,False,False,False
930,Volunteer Office Assistant,Erie Neighborhood House,"Evening office assistant in Community Literacy office. Will need to help with basic office duties such as copying, filing, entering...",False,False,False,False,False,False,True,False,False,False,False
931,Small Group ESL Tutor,Erie Neighborhood House,The Community Literacy Program is looking for English as a Second Langugage tutors who are willing to teach a small group. The times and...,False,False,False,False,False,False,True,False,False,False,False
932,English as a Second Language Teacher (evenings),Erie Neighborhood House,"Teach (ESL) English as a Second Language classes to adults whose native language is Spanish, 6-8 pm, Mondays through Thursdays, at Erie...",False,False,False,False,False,False,True,False,False,False,False
933,Part-time Office Assistant,Erie Neighborhood House,Part-time Office Assistant Description Job Brief: The Community Literacy Program at Erie Neighborhood House is looking for a welcoming...,False,False,False,False,False,False,True,False,False,False,False
934,Tutor in Chicago Public Schools,Erie Neighborhood House,Volunteer to teach English to parents with our partnerships in Chicago Public Schools. Parents are Spanish native speakers. Free traning...,False,False,False,False,False,False,True,False,False,False,False
935,World Computer Exchange-Chicago Seeks New Chapter Leaders,World Computer Exchange - Chicago,The World Computer Exchange(WCE) Chicago Chapter has been an active part of WCE since 2005. We have played a key role in refurbishing...,False,False,False,False,False,False,True,False,False,False,False
936,Technology Lab Volunteer,Association House of Chicago,Help us bridge Humboldt Park community residents through the digital divide. With only four out of ten residents using broadband or...,False,False,False,False,False,False,True,False,False,False,False
937,English Tutor,Hanul Family Alliance,"Recruiting Basic English Tutor for Korean Seniors Hanul Family Alliance is looking for volunteers who can teach basic speaking, reading...",False,False,False,False,False,False,True,False,False,False,False
938,Enjoy Science and Sharing knowledge? Volunteer at The Field Museum,The Field Museum,"Did you know that The Field Museum has over 40 million specimens in their collection, and less than 1% is out for public viewing? Join...",False,False,False,False,False,False,True,False,False,False,False
939,Help Prepare Computers for Classrooms in Developing Countries,World Computer Exchange - Chicago,Come join others in a friendly welcoming volunteer environment to make a difference in the lives of children in developing countries . We...,False,False,False,False,False,False,True,False,False,False,False
940,Literacy Tutor (ESL and Citizenship),Vietnamese Association of Illinois,VAI operates an Adult Volunteer Literacy (AVL) program to help community members who want to improve their English and to prepare for...,False,False,False,False,False,False,True,False,False,True,False
941,Digital Literacy Instructor,Jane Addams Resource Corporation,Volunteer Opportunity We are looking for a Computer Class Instructor to teach Introduction to Computers and/or Introduction/Intermediate...,False,False,False,False,False,False,True,False,False,False,False
942,Seeking tutor with a passion for teaching,The Well of Mercy,Seeking tutors that would like to aid in single mothers' educational journey. The tutors would assist in course work and explanation of...,False,False,False,False,False,False,True,True,False,False,False
943,Looking for professionals to help others find jobs,Indo-American Center,Workforce Development seeks volunteers for resume critiquing and mock interviews. Volunteers meet with scheduled clients on a one-on-one...,False,False,False,False,False,False,True,False,False,False,False
944,Help someone become a U.S. Citizen,Indo-American Center,Citizenship interviewers help clients prepare for their citizenship interviews with the United States Department of Citizenship and...,False,False,False,False,False,False,True,False,False,False,False
945,Do you have a passion for teaching or tutoring? Then we want you!,Indo-American Center,"Literacy tutors and instructors have the opportunity to teach or tutor adult English language learners as they develop reading, writing,...",False,False,False,False,False,False,True,False,False,False,False
946,English (ESL) Instructor,South-East Asia Center,The South-East Asia Center is looking for people to teach English or citizenship to adult learners from South-East Asian countries....,False,False,False,False,False,False,True,False,False,False,False
947,English (ESL) and/or Citizenship Tutor Volunteer,South-East Asia Center,The South-East Asia Center located in the Uptown area needs you to teach English and/or citizenship to immigrants/refugees two hours/week...,False,False,False,False,False,False,True,False,False,False,False
948,Mentor an adult Refugee,RefugeeOne,Want to help make a difference in the life of a refugee? RefugeeOne seeks volunteer mentors to help newly arrived refugee adults become...,False,False,False,False,False,False,True,False,False,False,False
949,Volunteers Needed for Adult ESL Class (FAST Southwest) - ESL Site,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This opportunity is available Monday, Wednesday, Friday 8:30 AM to 11:15 AM at St Joseph Catholic Church (4800 S Paulina St. Chicago IL,...",False,False,False,False,False,False,True,False,False,False,False
950,Volunteer ESL Tutors for Adult Immigrants,Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,...",False,False,False,False,False,False,True,False,False,False,False
951,Volunteer Computer Literacy Teacher for Adult Immigrants,Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,...",False,False,False,False,False,False,True,False,False,False,False
952,Volunteer ESL Tutor for Refugee Adult Learners,Heartland Human Care Services - A Company of...,VELT (Vocational & English Language Trainings) Tutoring Program provides a comfortable place for adult refugees to learn and practice...,False,False,False,False,False,False,True,False,False,False,False
953,Gift Shop/Operations,Friends of the Oak Park Conservatory,The Oak Park Conservatory’s Gift Shop is a year-round source for environmental friendly gardening & nature-related products for...,False,False,False,False,False,False,True,False,False,False,False
954,English Language Training Intern,Heartland Human Care Services - A Company of...,Refugee & Immigrant Community Services English Language Training Intern Reports to: Supervisor of English language training...,False,False,False,False,False,False,True,False,True,False,False
955,Help immigrants prepare for the GED test! Adult Basic Education Tutors Needed,Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,...",False,False,False,False,False,False,True,False,False,False,False
956,Citizenship exam tutors,Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,...",False,False,False,False,False,False,True,False,True,False,False
957,Volunteer ESL Teacher,Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,...",False,False,False,False,False,False,True,False,False,False,False
958,Math Tutors Needed (GED prep for immigrants),Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,...",False,False,False,False,False,False,True,False,False,False,False
959,Volunteer Teachers,FREEGEEK CHICAGO NFP,FreeGeek Chicago is in need of volunteer technology teachers. Our organization has an on-going educational program on open-source...,False,False,False,False,False,False,True,False,False,False,False
960,Volunteers Needed for the Adult Education and Career Transition Program (FAST West),UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,General Classroom Tutor; Work with small groups of students during class Follow instructions from the teacher on how to lead group...,False,False,False,False,False,False,True,False,False,False,False
961,Volunteers Needed for the Adult Education and Career Transition Program (FAST...,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This opportunity is available Monday - Thursday from 1:00 PM to 3:30 PM at San Miguel Catholic School (1954 W 48th St, Chicago IL, 60609)...",False,False,False,False,False,False,True,False,False,False,False
962,Volunteers Needed for the Adult Education and Career Transition Program (FAST...,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This opportunity is available Monday - Thursday from 8:30 AM to 11:15 AM at San Miguel Catholic School (1954 W 48th St, Chicago IL,...",False,False,False,False,False,False,True,False,False,False,False
963,Volunteers Needed for the Adult Education and Career Transition Program,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,General Classroom Tutor Work with small groups of students during class Follow instructions from the teacher on how to lead group...,False,False,False,False,False,False,True,False,False,False,False
964,ESL Tutoring Volunteer Opportunities,PODER,"PODER Background Each year, Chicago welcomes thousands of new, Latino immigrants who are inspired by the promise of a better life. But...",False,False,False,False,False,False,True,False,False,False,False
965,Volunteer Tutors Needed,Inspired Youth Inc.,Inspired Youth Tutoring Program seeks volunteers to help elementary school students from Uptown with school homework and basic skills --...,False,False,False,False,False,False,True,False,False,False,False
966,English Language Tutor,Hana Center,We are currently looking for volunteers to help tutor our students. Tutoring usually lasts about 1 hour and during this hour you will...,False,False,False,False,False,False,True,False,False,False,False
967,Befriend a newly arrived refugee family! Become a Family Mentoring volunteer!,Heartland Alliance Refugee and Immigrant...,Family Mentoring Program About: Family Mentors meet regularly with a newly arrived refugee family or individual to help them make a...,False,False,False,False,False,False,True,False,True,False,False
968,ESL facilitators wanted!,Centro Autonomo,"We're looking for socially conscious volunteers to teach ESL classes to spanish speaking community members in Albany Park, Chicago....",False,False,False,False,False,False,True,False,False,False,False
969,ESL Facilitators needed!,Centro Autonomo,The Centro Autónomo de Albany Park is seeking enthusiastic individuals interested in getting involved in the Spanish-speaking community...,False,False,False,False,False,False,True,False,False,False,False
970,Classroom Support Volunteer,Center for Changing Lives,Center for Changing Lives Classroom Support Volunteer Description Background: The Center for Changing Lives’ vision is a community...,False,False,False,False,False,False,True,False,True,False,False
971,Start a global affairs discussion group in the Chicago area!,Foreign Policy Association,"Do you have a curiosity about global affairs? Lead a U.S. foreign policy discussion group today! For over 56 years, the Foreign Policy...",False,False,False,False,False,False,True,False,False,True,False
972,Tutor Adults in Need,Jane Addams Resource Corporation,"Jane Addams Resource Corporation (JARC) is a non-profit that promotes strong communities, businesses and households to ensure that people...",False,False,False,False,False,False,True,False,False,False,False
973,Math Tutors NEEDED!! Help Adults Learn,Jane Addams Resource Corporation,"Volunteer Opportunity We are looking for tutors to assist adults in Math! No experience necessary. Training, materials, and on-site...",False,False,False,False,False,False,True,False,False,False,False
974,Tutor Adults in Need. No Experience Needed.,Jane Addams Resource Corporation,"Volunteer Opportunity We are looking for tutors to assist adults in basic GED prep. No experience necessary. Training, materials, and...",False,False,False,False,False,False,True,False,False,False,False
975,Evening Tutoring (Adult Basic Education),Jane Addams Resource Corporation,"Volunteer Opportunity We are looking for tutors to assist adults in basic reading, writing, math, GED prep, and English as a Second...",False,False,False,False,False,False,True,False,False,False,False
976,Help Adults Learn (ESL Tutor),Jane Addams Resource Corporation,"Volunteer Opportunity We are looking for tutors to assist adults in basic reading, writing, math, GED prep, and English as a Second...",False,False,False,False,False,False,True,False,False,False,False
977,Help Adults Learn,Jane Addams Resource Corporation,"Volunteer Opportunity We are looking for tutors to assist adults in basic reading, writing, math, GED prep, and English as a Second...",False,False,False,False,False,False,True,False,False,False,False
978,Help Adults Learn (Daytime hours),Jane Addams Resource Corporation,"Volunteer Opportunity We are looking for tutors to assist adults in basic reading, writing, math, GED prep, and English as a Second...",False,False,False,False,False,False,True,False,False,False,False
979,High School Equivalency Certificate Tutor,Project CARE,Volunteer Tutor will conduct Reading and Writing Workshop for 5-10 adult secondary education students who are working towards their High...,False,False,False,False,False,False,True,False,False,False,False
980,English as a Second Language Tutor,Project CARE,Provide individual tutoring to students in the ESL program and prepare creative lesson plans. Assist students in improving academic...,False,False,False,False,False,False,True,False,False,False,False
981,Small Group Tutor,Project CARE,Provide small group tutoring to students in the ESL and ABE programs and prepare creative lesson plans in accordance with the established...,False,False,False,False,False,False,True,False,False,False,False
982,Citizenship Program Tutors,Albany Park Community Center,"Albany Park Community Center is looking for Citizenship Program Tutors! There is no training required, and the tutor will be placed...",False,False,False,False,False,False,True,False,False,False,False
983,Volunteer Literacy Tutors,Albany Park Community Center,Albany Park Community Center is looking for tutors to help our ESL (English as a Second Language) and ABE/GED (Adult Basic Education)...,False,False,False,False,False,False,True,False,False,False,False
984,Tutor Refugee Adults in English with Heartland Alliance,Heartland Alliance Refugee and Immigrant...,About: Heartland Alliance’s Vocational English Language Training (VELT) program provides a comfortable place for adult refugees...,False,False,False,False,False,False,True,False,True,False,False
985,Adult Education Tutor,Howard Area Community Center,"GENERAL DESCRIPTION Volunteer tutors assist students with reading and writing, numeracy, English language acquisition, and/or computer...",False,False,False,False,False,False,True,False,False,False,False
986,FBNFF Organization Volunteers,FORGIVEN BUT NOT FORGOTTEN FOUNDATION,"Hours and days are flexible. However, we are looking for consistency from our volunteers. Our program site is listed above, but we also...",False,False,False,False,False,False,True,True,False,False,False
987,Volunteer Animal Handler,Bensenville Park District,"Do you like spending time with animals? Here at the farm, we are looking for individuals to handle our animals and socialize them with...",False,False,False,False,False,False,True,False,False,False,True
988,"Be the Change! ESL Volunteer in Glenview, IL",St. Joseph Services,We offer talented individuals the opportunity to lend their knowledge of the English language to our enthusiastic adult students....,False,False,False,False,False,False,True,False,False,False,False
989,Teach Junior Achievement at Nelson  Elementary School in Niles,Junior Achievement of Chicago,Junior Achievement (JA) is the world’s largest non-profit organization dedicated to introducing students to the world of business...,False,False,False,False,False,False,True,False,False,False,False
990,Break the language barrier. One conversation at a time.,Literacy DuPage,"Change Someone’s Future Bridge the language gap by tutoring an adult English! As a volunteer tutor, you will teach an adult to...",False,False,False,False,False,False,True,False,True,False,False
991,Help ESL Adults Practice their English- Lead a Conversation Group!,People's Resource Center,Meet weekly with a small group of adult students at our Westmont location to facilitate a casual group conversation in English. The goal...,False,False,False,False,False,False,True,False,False,False,False
992,Change a Life: Become a Literacy Volunteer!,Literacy DuPage,"Change Someone’s Future Bridge the language gap by tutoring an adult English! As a volunteer tutor, you will teach an adult to...",False,False,False,False,False,False,True,False,False,False,False
993,English as a Second Language (ESL) Volunteer Tutor,Corazon a Corazon (Heart to Heart),Are you looking for a rewarding opportunity? Do you wish to make a difference? Join us in our mission to unite our communities through...,False,False,False,False,False,False,True,False,False,False,False
994,Life Long Learning Program Aide,North Shore Senior Center,"Friendly, outgoing volunteers are needed to help sign-in individuals who have registered for our North Shore Senior Center presentations....",False,False,False,False,False,False,True,False,False,True,False
995,Auxiliarist,US Coast Guard Auxiliary Des Plaines,"We're always looking for new members to help our mission! Join us to crew Auxiliary vessels, educate the public in boating safety, and to...",False,False,False,False,False,False,True,False,False,False,False
996,Watersmeet Woods Volunteer Restoration Workday,Friends of the Forest Preserves,The plants and animals at Watersmeet Woods Forest Preserve needs your help! Join an inspiring movement of volunteers gathering to care...,False,False,False,False,False,False,True,False,False,False,True
997,Blue Star Woods Volunteer Habitat Restoration Workday,Friends of the Forest Preserves,The plants and animals at Blue Star Memorial Woods need your help! Join an inspiring movement of volunteers gathering to care for this...,False,False,False,False,False,False,True,False,False,False,False
998,PROGRAM INTERPRETER/ DOCENT,The Grove National Historic Landmark,PROGRAM INTERPRETER/ DOCENT JOB DESCRIPTION: Responsible for providing historical and/or environmental and science programming and...,False,False,False,False,False,False,True,False,False,False,True
999,ESL Tutor for Senior Immigrants,Hanul Family Alliance,"Hanul Family Alliance is looking for volunteers who can teach basic speaking, reading and writing for English language learners! Bring...",False,False,False,False,False,False,True,False,False,True,False
1000,English as a Second Language 1-on-1 Tutor,Arlington Heights Memorial Library,Do you have personal or professional interest in working with individuals who are learning to speak English? Are you kind and patient...,False,False,False,False,False,False,True,False,False,False,False
1001,Be a Career speaker at Wheeling High School,Junior Achievement of Chicago,Wheeling High School AVID program runs a weekly Career Speakers Series throughout the school year. Come and share your career story....,False,False,False,False,False,False,True,False,False,False,False
1002,TEACH Junior Achievement Programs at Eisenhower Elementary - Prospect Heights,Junior Achievement of Chicago,Teach Junior Achievement programs to 1st Grade students at Eisenhower Elementary School. Volunteers receive curriculum and training. Help...,False,False,False,False,False,False,True,False,False,False,False
1003,Teach an Adult English; No Experience Needed.,Literacy DuPage,"Change Someone’s Future Bridge the language gap by tutoring an adult English! As a volunteer tutor, you will teach an adult to...",False,False,False,False,False,False,True,False,False,False,False
1004,Volunteer with Senior Corps-RSVP,HandsOn Suburban Chicago,Senior Corps-RSVP is a volunteer program serving 44 cities and towns in Northern Cook County and DuPage County north of North Avenue. You...,False,False,False,False,False,False,True,False,False,True,False
1005,Associate Board Member,Traffick Free,The Associate Board is a group of young professionals dedicated to using their talents to help Traffick Free achieve its long-term goals...,False,False,False,False,False,False,False,True,True,False,False
1006,Drop-in Center Volunteer,Traffick Free,"Traffick Free runs a drop-in center for cis and trans-female persons who may be in need of our services which includes meals, clothing,...",False,False,False,False,False,False,False,True,True,False,False
1007,Chief Marketing Committee Chair,In Her Shoes Foundation,Chief Marketing Officer (CMO) The purpose of IHSF (In Her Shoes Foundation) is to empower and inspire every woman and girl to be her...,False,False,False,False,False,False,False,True,False,False,False
1008,Development Internship,The Network - Advocating Against Domestic...,"Under the supervision of the Director of Development, the Development Intern will be gaining valuable professional experience in the...",False,False,False,False,False,False,False,True,True,False,False
1009,Fundraising Manager,In Her Shoes Foundation,Fundraising Manager VOLUNTEER POSITION DESCRIPTION In Her Shoes Foundation is a 501(c)3 organization that is dedicated to making a...,False,False,False,False,False,False,False,True,False,False,False
1010,Senior Citizen Mentors,Project Education Plus,"We are currently looking for volunteers to present arts, dance, exercise, and/or other opportunities to our seniors. We can also use...",False,False,False,False,False,False,False,True,False,True,False
1011,Marketing Director,In Her Shoes Foundation,POSITION DESCRIPTION Marketing Director The purpose of IHSF (In Her Shoes Foundation) is to bring women of all ages and backgrounds...,False,False,False,False,False,False,False,True,False,False,False
1012,WHAT CAN YOU DO TO SAVE A LIFE?,COALITION OF VETERANS ORGANIZATIONS,"CVO is especially concerned with the fact that 22 Veterans, including women vets take there own lives every day. That is an enormous...",False,False,False,False,False,False,False,True,False,True,False
1013,Many PBN  Opportunities starting in Fall 2019,Pro Bono (legal) Network,"Are you an attorney looking to do some pro bono work? But don't know how? Join Pro Bono Network on Thursday, September 5th from...",False,False,False,False,False,False,False,True,True,False,False
1014,Become a Women's Empowerment Mentor for a Refugee Woman! *literacy focused,Heartland Alliance Refugee and Immigrant...,Women’s Empowerme nt Progra m (Women Identified Volunteers Only) WHAT: Develop a relationship with an adult refugee woman to...,False,False,False,False,False,False,False,True,True,False,False
1015,Brookfield Hospice Patients Need Visitors,Residential Hospice,We are looking for individuals who really want to make a difference for seniors in their community. We need volunteers to provide...,False,False,False,False,False,False,False,True,False,True,False
1016,like helping plan an event?,Poised For Success,"We are looking for some volunteers to help prepare (prior to) our annual fundraiser dinner held on Tuesday, November 12, 2019. The event...",False,False,False,False,False,False,False,True,False,False,False
1017,Mim's Shop at the Center,North Shore Senior Center,"Mim's Shop is seeking volunteers to provide customer service, man the check-out station, and help prep donated items to be placed for sale.",False,False,False,False,False,False,False,True,False,True,False
1018,"Drive a leg - Save a life! - Chicago, IL",Pilots to the Rescue,"Simply by using your vehicle you can save animals - Volunteer your time to transport animals along what is called a ""Rescue Relay...",False,False,False,False,False,False,False,False,True,False,True
1019,"Do you have a computer and a phone?  You can save animals! - Chicago, IL",Flying Dog Rescue,"We need animal rescue transport coordinators to help organize rescue transports. So whether you are retired, not able to travel, or just...",False,False,False,False,False,False,False,False,True,False,True
1020,"Are you a pilot?  Then you can save animals! - Chicago, IL",Flying Dog Rescue,We need pilots to help coordinate animal rescue transport flights for other pilots that are transporting animals. So whether you are a...,False,False,False,False,False,False,False,False,True,False,True
1021,"Punch holes in the sky & save animals! - Pilots Wanted! - Chicago, IL",Pilots to the Rescue,"Pilots to the Rescue is seeking active and inactive pilots to help save animals. Even if you lost your medical, are not able to be PIC,...",False,False,False,False,False,False,False,False,True,False,True
1022,Sustainable Climate Environment Advocate Chicago IL,Citizens' Climate Lobby,"Protect our environment and the special place in which we live! Citizens’ Climate Lobby (CCL) wants you! As a volunteer,...",False,False,False,False,False,False,False,False,True,False,False
1023,Sustainable Climate Environment Advocate Chicago IL,Citizens' Climate Lobby,"Protect our environment and the special place in which we live! Citizens’ Climate Lobby (CCL) wants you! As a volunteer,...",False,False,False,False,False,False,False,False,True,False,False
1024,2020 Annual Gala Planning Committee - Volunteers Invited,The Network - Advocating Against Domestic...,"Each year, The Network - Advocating Against Domestic Violence (previously known as the Chicago Metropolitan Battered Women's Network)...",False,False,False,False,False,False,False,False,True,False,False
1025,Social Media Intern,AIDS Foundation of Chicago,The AIDS Foundation of Chicago (AFC) is seeking a creative and motivated individual to intern in its External Relations Department as a...,False,False,False,False,False,False,False,False,True,False,False
1026,Getting to Zero Intern,AIDS Foundation of Chicago,The AIDS Foundation of Chicago (AFC) is seeking a creative and motivated individual to intern in its Policy and Advocacy Department and...,False,False,False,False,False,False,False,False,True,False,False
